collection,token_name,token_address,token_id,sale_timestamp,sale_amount,sale_token,sale_hash,payout_timestamp,payout_amount,payout_token,payout_hash,sale_div_payment,fee
known-origin,Triumph for Scarlet,0xfbeef911dc5821886e1dda71586d90ed28174b7d,56303,2021-10-09 06:19:23,0.075,ETH,0xb136f18a4ec63b37a97c5a08daaf3c254bd171fc31d41b4aacab881fee3f3e0f,2021-10-13 11:36:08.670498,0.001875,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.025,250
known-origin,Walking II,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,1300002,2021-10-09 07:42:12,0.0245,ETH,0x3438906da9ff83fce3cee2f868191eb5c500746f7dc1a82ef7d2fca67de13b26,2021-10-13 11:36:08.670498,0.0030625,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,S y n e s t h e s i a 共感覚,0xfbeef911dc5821886e1dda71586d90ed28174b7d,121026,2021-10-09 16:08:24,5.0,WETH,0xf212e7b2278ce372b7a99578d733826a52e9688fb29035afb9b11aa665f962ff,2021-10-13 11:36:08.670498,0.625,WETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Vorfahrt Achten III,0xfbeef911dc5821886e1dda71586d90ed28174b7d,39507,2021-10-10 03:35:14,0.01,ETH,0x0084b863018a37a2dd25be0f0ffabd279085285ae57b04191b7987486de25060,2021-10-13 11:36:08.670498,0.00125,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Pixel Space Defender I,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2631008,2021-10-10 11:51:44,0.0245,ETH,0xeb938b94ab3ad3deba3c5d2416b75d687b1298fbbea459afac7ecf5efbe3f3a5,2021-10-13 11:36:08.670498,0.0030625,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Merry Christmas,0xfbeef911dc5821886e1dda71586d90ed28174b7d,106776,2021-10-10 13:49:09,0.02,ETH,0x0de9f879e5ef8aa51d9eedf0ece127f094bffee0eeaccfccb7698d22bbe1658e,2021-10-13 11:36:08.670498,0.0025,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Fragmented Past,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2867000,2021-10-10 22:32:12,0.07,ETH,0x26688255f4bc1e16d276b902d96b78347fe7eff82625802f34f36373597ac127,2021-10-13 11:36:08.670498,0.00875,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Fragmented Past,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2867001,2021-10-10 22:38:46,0.07,ETH,0x9e61d1870426e62c789acae01eac52e76a02f56d825408cfd6f734b42758ab06,2021-10-13 11:36:08.670498,0.00875,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Fragmented Past,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2867004,2021-10-10 22:39:00,0.07,ETH,0xf2dfdb873d688827a8f3244369aaf6c62a244e45c116f9348602fa0477ccbb55,2021-10-13 11:36:08.670498,0.00875,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Fragmented Past,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2867003,2021-10-10 22:45:00,0.07,ETH,0x2931e937adfc34f9070c790095440e965840b56826abdf4df93d3699ba70f194,2021-10-13 11:36:08.670498,0.00875,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Walking I,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,1299002,2021-10-10 22:46:37,0.0245,ETH,0x9b08f133a32aed18447ff78df396ba7c33e3dd1317ab2cf2054309da4ade4d0d,2021-10-13 11:36:08.670498,0.0030625,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Fragmented Past,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2867002,2021-10-10 23:16:51,0.07,ETH,0x5dbb506738d50bcf65f2f301ccd2ff81bc38e9caf5af573f0be879c3e07967e3,2021-10-13 11:36:08.670498,0.00875,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Creatures & Friends – Savage Dog,0xfbeef911dc5821886e1dda71586d90ed28174b7d,409401,2021-10-11 09:25:50,0.3,ETH,0xa66ec5e69d09bf68607f9363b9e0c73c1d7ca41cfe41b9063453ff1dc6cb6b15,2021-10-13 11:36:08.670498,0.0375,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Summer,0xfbeef911dc5821886e1dda71586d90ed28174b7d,248307,2021-10-11 17:25:20,0.05,ETH,0x1a9bfb8af2480c709cbda93ed5e7711ebc09f1f372a765739ac1310530f07935,2021-10-13 11:36:08.670498,0.00125,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.025,250
known-origin,Blood Bubble,0xfbeef911dc5821886e1dda71586d90ed28174b7d,115035,2021-10-11 17:27:30,25.0,WETH,0x7dc15e4e619d8101fa32df66fe633eaa2407a7c6245da1bf4238594b25fca3c4,2021-10-13 11:36:08.670498,3.125,WETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,ｉήᶠι𝓃𝕀ｔⓔ  عملة لا نهائية Ćù𝕣Ⓡ€𝐍𝓣(𝐜),0xfbeef911dc5821886e1dda71586d90ed28174b7d,170331,2021-10-12 04:30:24,0.35,ETH,0x55ec4cf094d25331a9b5c267f4ee89170bb5fbdb6fdcc4d4ec64d9be5dff3873,2021-10-13 11:36:08.670498,0.04375,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Clusters of Clutter,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,1053002,2021-10-12 13:14:40,0.0299,WETH,0x185b5bb2c11cc304a146f00cef208456acd453bf5e70b084c6f7ce007f102bf9,2021-10-13 11:36:08.670498,0.0037375,WETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,There's Magic Inside All Of Us!,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2434002,2021-10-12 14:48:40,0.008,ETH,0xe04dd5360d04a433a90ca610fe9007bd26ed4cb933410e7b01ab06ad6d7257d5,2021-10-13 11:36:08.670498,0.001,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Dangero Grizo,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2291007,2021-10-12 14:49:52,0.02,WETH,0x0f6b49ea769b97dc7ce721b4d496d2468b24ea47e4b8eb4f877237433e550120,2021-10-13 11:36:08.670498,0.0025,WETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,THIS ARTWORK IS WORTH MORE ON SUPERRARE [RGB/GREEN VARIANT EDITION],0xfbeef911dc5821886e1dda71586d90ed28174b7d,343465,2021-10-12 20:22:39,0.25,ETH,0x6371e9cd61a55c1259482f6ab67899a28670cff2ad881077d2a34e92e61077dd,2021-10-13 11:36:08.670498,0.00625,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.025,250
known-origin,THIS ARTWORK IS WORTH MORE ON SUPERRARE [RGB/BLUE VARIANT EDITION],0xfbeef911dc5821886e1dda71586d90ed28174b7d,345517,2021-10-12 21:38:10,0.5,ETH,0x5fbd0c1fcbd11f81997e8c27b44b7e3972b80ce834e92723850b36eaee023118,2021-10-13 11:36:08.670498,0.0125,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.025,250
known-origin,THIS ARTWORK IS WORTH LESS ON FOUNDATION [BLK VARIANT EDITION],0xfbeef911dc5821886e1dda71586d90ed28174b7d,356518,2021-10-12 21:40:39,0.25,ETH,0xa32b2106c7b8c40e7e65448d1dc17a45fd2362ff00cb453f5f4c10bd3dff0bfb,2021-10-13 11:36:08.670498,0.00625,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.025,250
known-origin,THIS ARTWORK IS WORTH MORE ON SUPERRARE [RGB/RED VARIANT EDITION],0xfbeef911dc5821886e1dda71586d90ed28174b7d,340217,2021-10-12 21:47:18,0.3,ETH,0x57171784d41fb7a625a6202039ce53a7638113ddfb65fde0d6dc81db4806bbb2,2021-10-13 11:36:08.670498,0.0075,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.025,250
known-origin,Through the Cracks of My Mind,0xfbeef911dc5821886e1dda71586d90ed28174b7d,443501,2021-10-13 00:24:08,0.07,ETH,0x31085b83634e6c0e2417a8660ed8471f9244585f9808a6a6733f858a92b55898,2021-10-13 11:36:08.670498,0.00875,ETH,0xef8907f918165524e44f9b1acdd23ff76ba8c9c6d84de672f760a7af88d05ec5,0.125,1250
known-origin,Hot Dogs,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,1746000,2021-10-13 10:30:31,0.6,ETH,0x4aecf9d8b6aa9b5370ff4cd2e54a22a8b4969bf14a1fc39d08ae42e54dfe84cd,2021-10-28 04:38:57.299069,0.015,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.025,250
known-origin,Seedy Disappearance of the Yaztromos,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2264005,2021-10-13 13:03:19,0.024,ETH,0x9d57560454d969e5a343432f3ef80bd0b5f66ff963b26be5b5d2a42f9e270808,2021-10-28 04:38:57.299069,0.003,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,THIS ARTWORK IS WORTH MORE ON SUPERRARE [RGB/GREEN VARIANT EDITION],0xfbeef911dc5821886e1dda71586d90ed28174b7d,343455,2021-10-13 16:02:14,1.0,ETH,0x6cf25de2579c72663fce2ceeaee013e62457b747ea5147f9b5036fe8b35d1818,2021-10-28 04:38:57.299069,0.025,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.025,250
known-origin,The Seeker,0xfbeef911dc5821886e1dda71586d90ed28174b7d,422601,2021-10-13 17:53:51,0.045,ETH,0xb20db5fd5cc68d5c72f1bc5ee2049a9dc94ec8abf66b7879cdb9fa1907e72698,2021-10-28 04:38:57.299069,0.005625,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Dreadful Tale of the Horseman,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2270000,2021-10-14 02:13:40,0.1,WETH,0x4b692d6465ba198b255623827c3678618f9d763e77fca0e327172623646d29a8,2021-10-28 04:38:57.299069,0.0125,WETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Persistent Sorrow in Flow,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,894004,2021-10-14 05:41:00,0.063,ETH,0x37422bb86d2bedebb402839ecf68dba7755a1dd0434c5e9493f5fe12b4a4d0c5,2021-10-28 04:38:57.299069,0.007875,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Tero Obskurita,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2230008,2021-10-14 05:44:37,0.081,ETH,0xcef06f81a823b48ca4723c4977a116098147e6c8c68b4f3d099ad7ef332637bf,2021-10-28 04:38:57.299069,0.010125,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Missing Satoshi,0xfbeef911dc5821886e1dda71586d90ed28174b7d,82906,2021-10-14 06:11:33,0.75,ETH,0x9c05635d0cc29f93a63e54aceac76bacc91a8e71a211e24c39a8f613e86392f7,2021-10-28 04:38:57.299069,0.01875,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.025,250
known-origin,Mr. Bitcoin,0xfbeef911dc5821886e1dda71586d90ed28174b7d,656702,2021-10-14 13:23:06,0.15,ETH,0xcf75fc7a2fc8bde862b23353c09a4754e8fa7a38e7b3feae045b84aaf2b6a7f0,2021-10-28 04:38:57.299069,0.00375,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.025,250
known-origin,Step on it DUCK!,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2545008,2021-10-14 14:22:04,0.027,ETH,0xe77db1f6fc412093d13a7647bcaade273aed124543f202a4a0dd78fe7841bbe8,2021-10-28 04:38:57.299069,0.003375,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Trinity - 50/50 Edition,0xfbeef911dc5821886e1dda71586d90ed28174b7d,465046,2021-10-14 23:33:27,0.085,ETH,0xdc323389ec9cada4821c059f08eff67ad75ed8993ede6600326a99fafd310509,2021-10-28 04:38:57.299069,0.010625,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,hello admin dm me,0xfbeef911dc5821886e1dda71586d90ed28174b7d,88503,2021-10-15 00:26:16,55.0,ETH,0xd37670ec34fd8baf2dd88e013706280c03a91bc2e9974a438d7dde98dfc1a1c4,2021-10-28 04:38:57.299069,6.875,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Best-case Scenario,0xfbeef911dc5821886e1dda71586d90ed28174b7d,108066,2021-10-15 02:17:52,40.0,ETH,0x5f378c05debaf9a662e683637d6df1685338414a71055c624aeed487f618887e,2021-10-28 04:38:57.299069,1.0,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.025,250
known-origin,Terminal Walk I,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,1301002,2021-10-15 04:55:38,0.028,ETH,0x350ef34f5592d3f1b2f897b94940bf2f8052d187fc58a33c0d15433f3e8b21a8,2021-10-28 04:38:57.299069,0.0035,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Do Nothing (new variant),0xfbeef911dc5821886e1dda71586d90ed28174b7d,264615,2021-10-15 13:14:28,45.0,WETH,0x7f13112d2ccf5adbdcadb6b7adef0024f7c7058a96253ac90c7ca6c28b83ff30,2021-10-28 04:38:57.299069,5.625,WETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Rugaj Jetoj de Doloro,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2362008,2021-10-15 14:26:16,0.023,ETH,0x4d4b3414523fce1c0920c875bc3b969ae6e12c24ce3bb31539c6713071d6f4dd,2021-10-28 04:38:57.299069,0.002875,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Hello! I Have Just Arrived Here..,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,1131009,2021-10-15 16:12:25,0.0225,ETH,0xdad309289bad23a61768acc37ad90c59052e36b1142f99d1e640ff298ba37064,2021-10-28 04:38:57.299069,0.0028125,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Bando Movigas en Purpuro,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2286007,2021-10-15 16:20:14,0.026,ETH,0x9944fc72e282097e5b9a82063c76787df5762c8f62063341314578322ec6844c,2021-10-28 04:38:57.299069,0.00325,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Faye Nature,0xfbeef911dc5821886e1dda71586d90ed28174b7d,147276,2021-10-15 20:11:01,0.1,ETH,0x7e3c7bdcb93929e190f4c07041d9cfe02e122e9de2fb22f016587523860b72c6,2021-10-28 04:38:57.299069,0.0125,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,The Hanging Rivers of Babylon,0xfbeef911dc5821886e1dda71586d90ed28174b7d,142201,2021-10-15 20:11:01,0.09,ETH,0x26b53f9b7d9d146461e00ce440d9840d265c4a2800ceea62b71dc09e5cb33f88,2021-10-28 04:38:57.299069,0.00225,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.025,250
known-origin,Burst,0xfbeef911dc5821886e1dda71586d90ed28174b7d,271901,2021-10-15 21:32:42,0.65,ETH,0x935cce0cac1349aaa34f89b27b6e057f9c07af465d54fb70ccafe8db16fcd809,2021-10-28 04:38:57.299069,0.01625,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.025,250
known-origin,Jesus,0xfbeef911dc5821886e1dda71586d90ed28174b7d,599432,2021-10-15 23:44:10,0.05,ETH,0x3e00ccafb274f28555d27019619bda618e4d825155182b15c9cf645de06b03c2,2021-10-28 04:38:57.299069,0.00625,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Seedy Disappearance of the Yaztromos,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2264004,2021-10-15 23:44:57,0.025,ETH,0x390d8fc8ca65574a7c3349ad7bf6dc80818351fdc14d19c7fd0690c6a8c6f7a8,2021-10-28 04:38:57.299069,0.003125,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Intercepting circles,0xfbeef911dc5821886e1dda71586d90ed28174b7d,50775,2021-10-16 01:58:57,0.02,ETH,0x119b584eed18ceff1d243da8a491c0af71656a89e2db727f4a65ed5798268653,2021-10-28 04:38:57.299069,0.0025,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Intercepting circles,0xfbeef911dc5821886e1dda71586d90ed28174b7d,50791,2021-10-16 08:10:20,0.03,ETH,0x7ac3dd8b9f874ae1a4237a73a74a012e5b81dcd94251d26eb43dfd36010f4c6a,2021-10-28 04:38:57.299069,0.00375,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Kvar Fojoj,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2290008,2021-10-16 08:54:05,0.023,ETH,0x21284e8a4d3565d791ad6366a2574de25cb072d330111b2ce23ffe9c052156b8,2021-10-28 04:38:57.299069,0.002875,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Mayhem Special Collaboration #2,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2390006,2021-10-16 08:59:18,0.023,ETH,0x0603c1e9f66f5987fe969ec3ad17ba7529feae28f882f63b50a15583fa14b3e0,2021-10-28 04:38:57.299069,0.002875,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Muskolo por Salajro,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2361008,2021-10-16 09:03:06,0.024,ETH,0x685d4f77d90d60ec5352a8dc07e660793248b4faaa2297386dee463c8d32f40f,2021-10-28 04:38:57.299069,0.003,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Mata Bust of Mata Hari,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,967001,2021-10-16 09:30:15,0.03,ETH,0x8c914d52aee6516aa7fa4abbd56777095bd21e398dbf6ed1f65323d1e2f9d0d2,2021-10-28 04:38:57.299069,0.00375,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,The Siren,0xfbeef911dc5821886e1dda71586d90ed28174b7d,147926,2021-10-16 09:30:33,0.05,WETH,0x7a2413d362af267445aae76a0cb18ee84683420eaac3f505dff0a141275c9cbc,2021-10-28 04:38:57.299069,0.00625,WETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Heart and Soul of the Dance,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,1255001,2021-10-16 09:33:22,0.033,ETH,0x7b980789baebce9ebfe9f2902a07c6aab7bbe60acd0e330ccd51f2836c039ee0,2021-10-28 04:38:57.299069,0.004125,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Mayhem Special Collaboration #1,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2387008,2021-10-16 09:34:14,0.033,ETH,0x9136c2f424630af542e43562906cdc223ff80bfbbfc63aca8c0f2d52cd216873,2021-10-28 04:38:57.299069,0.004125,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
known-origin,Shallow Water Special #3,0xabb3738f04dc2ec20f4ae4462c3d069d02ae045b,2383008,2021-10-16 09:35:47,0.034,ETH,0xd0d2b8a7bd7c313f32906efd31132024a398fca704714e7f6cb7e86c3f3326aa,2021-10-28 04:38:57.299069,0.00425,ETH,0xb2aeb6aaf36ec5f83dd9466f72efabd45f7c5aac54f380f0fcc31e6bf0b05102,0.125,1250
